protein,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
O14368,-0.0441104,-0.0207184,0.275065,-0.228211,-0.252204,-0.183313,-0.314145,-0.029176,-0.207405,0.206376,-0.033066,0.312067,0.0221522,0.294948,0.0989238,0.112645,-0.0168374,0.26584,0.0571367,0.0730251,-0.216662,0.260642,0.145607,-0.0744856
Q9Y884,-0.0424601,3.00706e-06,0.184699,-0.148574,-0.186732,-0.15052,-0.205801,-0.0253404,-0.17496,0.140151,-0.0266159,0.218499,-0.0058337,0.192286,0.0624579,0.0637472,-0.0206476,0.152358,0.0500702,0.0229553,-0.118373,0.203496,0.118512,-0.0726274
O60129,-0.0512742,-0.0181508,0.22275,-0.167208,-0.181786,-0.171937,-0.242771,0.0109281,-0.187916,0.186463,0.00907704,0.239303,0.00902889,0.256685,0.050597,0.102289,-0.0203263,0.181857,0.0495543,0.0623696,-0.167907,0.208834,0.127542,-0.0612509
P78953,-0.0749939,-0.0182201,0.246913,-0.208074,-0.236416,-0.203077,-0.293032,0.00343222,-0.208605,0.209275,0.000345049,0.310596,-0.00108036,0.285976,0.0876923,0.124315,-0.0294626,0.260553,0.0614854,0.0478215,-0.209759,0.264163,0.138564,-0.0890272
Q09733,-0.0520994,0.00106317,0.163861,-0.131335,-0.174641,-0.145417,-0.206089,-0.0255065,-0.162669,0.163342,-0.0199674,0.223436,0.0176942,0.205779,0.0503188,0.0859164,-0.0474162,0.185852,0.0494749,0.0582556,-0.140145,0.192926,0.113588,-0.0586594
Q9P782,-0.0503956,0.0117264,0.145522,-0.0913738,-0.107287,-0.100432,-0.167011,0.0184018,-0.129836,0.0948485,-0.00394531,0.156069,0.00931402,0.168976,0.0317671,0.0664658,-0.00686393,0.109496,0.0235434,0.0234482,-0.0850205,0.150478,0.0629672,-0.0505482
P41887,-0.0870197,0.0145656,0.299132,-0.260243,-0.294682,-0.219898,-0.336122,0.00397404,-0.240946,0.232773,-0.0199762,0.358407,0.000512011,0.334124,0.0885505,0.124544,-0.0274204,0.271629,0.0418686,0.0849181,-0.236215,0.331125,0.195279,-0.102439
O13736,-0.0331111,-0.0154172,0.0921917,-0.0759852,-0.0949594,-0.0884314,-0.0975062,-0.0269736,-0.0701791,0.0684711,-0.0233618,0.130943,-0.00573675,0.117755,0.040926,0.0240763,-0.000133873,0.0821581,0.00014279,0.039443,-0.0517361,0.0898733,0.0364632,-0.0196317
O60108,-0.0449311,-0.0219926,0.211948,-0.152881,-0.198396,-0.167498,-0.241622,-0.000176028,-0.179844,0.16445,-0.0178728,0.242774,0.0165707,0.253189,0.080114,0.0726082,-0.0417032,0.206387,0.0340198,0.0301144,-0.161541,0.197707,0.130054,-0.0619848
O94282,-0.0743571,-0.00613165,0.236403,-0.19926,-0.210464,-0.165415,-0.253866,-0.0264658,-0.188168,0.196485,-0.0130077,0.290801,0.0186217,0.279038,0.0739913,0.0966482,-0.0223245,0.226418,0.0482143,0.0590268,-0.157853,0.258402,0.150314,-0.076721
P0CT55,-0.0478414,-0.016976,0.152188,-0.116305,-0.153999,-0.115559,-0.186518,-0.0198139,-0.153103,0.119018,-0.00713749,0.189788,0.0197445,0.181347,0.0357658,0.0575842,-0.0351937,0.157553,0.0310785,0.048834,-0.106337,0.157694,0.104285,-0.0687436
O13648,-0.0376885,0.0117035,0.145546,-0.106645,-0.114158,-0.102015,-0.158618,-0.0241702,-0.107292,0.0953082,-0.0095542,0.161794,0.000997851,0.132096,0.0496937,0.0656086,-0.0297104,0.142772,0.0170122,0.0414491,-0.0860435,0.120726,0.0938384,-0.0326668
Q9Y802,-0.0710312,-0.0110079,0.269956,-0.24595,-0.286252,-0.238812,-0.318704,-0.0144066,-0.234462,0.232705,-0.0160666,0.373966,0.034852,0.324232,0.0840383,0.119001,-0.0560642,0.266284,0.0353601,0.0735995,-0.221779,0.308105,0.194124,-0.123632
Q09908,-0.0308711,-0.0188863,0.149063,-0.126533,-0.152227,-0.112083,-0.180377,-0.00716789,-0.157541,0.124363,-0.0243039,0.194747,0.0248734,0.201041,0.0348188,0.069154,-0.0166907,0.168313,0.00663678,0.0389415,-0.108077,0.158952,0.0877226,-0.0570981
O43047,-0.00567712,-0.0209499,0.119313,-0.0910654,-0.089205,-0.066822,-0.0967257,0.00013706,-0.0713624,0.0725451,0.0136459,0.110219,0.00822214,0.132963,0.0236394,0.0582914,-0.012952,0.0826861,0.000832242,0.0325518,-0.0781886,0.0987802,0.0479872,-0.0355894
P41004,-0.0518831,-0.0106087,0.26305,-0.193713,-0.23663,-0.18438,-0.315181,-0.0297079,-0.24069,0.238894,0.00012274,0.309939,0.0308476,0.312587,0.0882802,0.119676,-0.0327766,0.24561,0.0475855,0.0773025,-0.205406,0.251206,0.166448,-0.108826
O14339,-0.0343248,0.000454982,0.0778225,-0.067998,-0.0691643,-0.0553838,-0.076358,-0.000652928,-0.0855204,0.0711429,-0.0225642,0.0957873,-0.00434557,0.0660588,0.0259899,0.0544768,-0.0176906,0.0884244,0.0023994,0.016305,-0.0386235,0.0671641,0.0525131,-0.0320491
O59794,-0.0417816,0.013033,0.143723,-0.118922,-0.118941,-0.109408,-0.160284,0.0116587,-0.139739,0.113686,-0.0266343,0.162396,0.00809327,0.153531,0.0368281,0.0606269,-0.0298001,0.120185,0.011684,0.0409667,-0.120501,0.160028,0.0816136,-0.0363958
O94495,-0.0457921,-0.00944082,0.190679,-0.150281,-0.178334,-0.148984,-0.203053,-0.0244734,-0.14186,0.16563,-0.0307279,0.19727,0.00162089,0.182143,0.0470039,0.0724679,-0.0455674,0.165949,0.0203658,0.0539973,-0.109715,0.178588,0.0964194,-0.0508317
Q9USK5,-0.0228491,0.000779363,0.14596,-0.141202,-0.171011,-0.120935,-0.193708,0.00133575,-0.138373,0.143505,0.00493599,0.205206,0.0273011,0.170207,0.0655721,0.0898746,-0.0348546,0.158301,0.0451268,0.0504837,-0.129918,0.169654,0.0803298,-0.0673377
Q10752,-0.0255301,0.0131145,0.116943,-0.116587,-0.116012,-0.0922384,-0.158148,-0.0143496,-0.102904,0.10576,-0.0256188,0.15622,0.0103782,0.164738,0.045523,0.0600099,-0.0321208,0.105765,0.0419858,0.0143464,-0.0988629,0.121714,0.0634815,-0.0652276
O94417,-0.0502486,0.0145616,0.164997,-0.123888,-0.18218,-0.148174,-0.202161,-0.00942254,-0.167242,0.142187,-0.00739817,0.199195,0.019153,0.193931,0.0375977,0.092144,-0.0263711,0.154076,0.0294907,0.027998,-0.128243,0.183852,0.101329,-0.0542635
O74418,-0.0401689,0.0137588,0.116387,-0.112877,-0.128506,-0.128992,-0.13793,-0.00189598,-0.122778,0.104269,0.0121818,0.176148,0.0126178,0.149231,0.0587955,0.0739436,-0.0324197,0.114854,0.0226614,0.0265058,-0.108506,0.12652,0.0847199,-0.0417045
Q9UT73,-0.051305,-0.00913752,0.130425,-0.104372,-0.130945,-0.0922048,-0.149508,-0.0108821,-0.126172,0.135039,0.00555005,0.186434,-0.00183065,0.15201,0.0584439,0.0714142,-0.0419223,0.144544,0.00411866,0.050291,-0.104364,0.147209,0.0938116,-0.0324739
O13826,-0.0479282,-0.0150824,0.172689,-0.179809,-0.164161,-0.151809,-0.211139,0.0035185,-0.171832,0.166824,-0.0111157,0.242089,0.0209008,0.215157,0.0646032,0.0843491,-0.0149668,0.204786,0.0454942,0.0392313,-0.131353,0.215085,0.130841,-0.0670451
Q9P6M3,-0.0240234,-0.0111068,0.163458,-0.134303,-0.144215,-0.0995597,-0.185564,-0.00133669,-0.132425,0.126015,0.00293736,0.190873,0.00140066,0.147769,0.0611704,0.0670185,-0.0166601,0.121492,0.0443249,0.0307169,-0.109217,0.170299,0.0867945,-0.0492008
O94522,-0.0632741,-0.00325409,0.229364,-0.200613,-0.21913,-0.180805,-0.256258,-0.00185094,-0.218709,0.188799,-0.0241202,0.296092,-0.00309594,0.253237,0.0780888,0.111093,-0.0527611,0.2443,0.0353818,0.0327633,-0.185684,0.251367,0.144783,-0.0872599
Q9UTN6,-0.0751847,0.0113847,0.259065,-0.202613,-0.215441,-0.174892,-0.28918,-0.00815005,-0.22405,0.196796,-0.0320577,0.277988,0.00469508,0.263531,0.0834862,0.0921589,-0.0334322,0.237854,0.0311636,0.036396,-0.194802,0.261937,0.151579,-0.0774929
Q9P7W8,-0.0394465,0.0166122,0.191863,-0.129039,-0.173637,-0.157355,-0.206348,-0.00832007,-0.168044,0.157519,-0.0130287,0.194917,-0.0104615,0.22155,0.0753552,0.0835981,-0.0117401,0.165703,0.0429316,0.0223025,-0.121439,0.201915,0.108903,-0.0531557
Q9UUB6,-0.101572,0.0124569,0.433157,-0.339734,-0.419828,-0.360758,-0.5011,-0.0106297,-0.379379,0.378831,-0.00529287,0.52476,0.0246607,0.512885,0.135242,0.202061,-0.0503182,0.428444,0.0714838,0.0972011,-0.318802,0.474492,0.255291,-0.162415
P0CU17,-0.0786455,0.00554762,0.249968,-0.200708,-0.253863,-0.190796,-0.307397,-0.00355253,-0.216962,0.210035,0.00458438,0.31833,-0.00710218,0.27563,0.0845629,0.108133,-0.0531011,0.249611,0.0589591,0.0428639,-0.191998,0.281186,0.142849,-0.0772102
Q9UTM4,-0.032945,-0.00925889,0.111063,-0.110101,-0.118791,-0.115638,-0.156679,0.00815395,-0.103351,0.0892717,-0.010154,0.148583,-0.0101478,0.153533,0.0473257,0.0522519,-0.00165438,0.134696,0.018439,0.0138068,-0.0875276,0.129005,0.0599395,-0.0350184
Q9USV3,-0.062851,-0.021333,0.195689,-0.170646,-0.184374,-0.16536,-0.232428,0.0123576,-0.175907,0.158812,0.00519309,0.248666,-0.00225124,0.215784,0.0709522,0.0929083,-0.0105894,0.187897,0.0228126,0.0265298,-0.150297,0.178169,0.102142,-0.0701471
O74458,-0.0371738,-0.014682,0.153862,-0.122028,-0.151398,-0.102193,-0.196362,-0.0222141,-0.123783,0.131211,0.00938879,0.207886,-0.009087,0.182697,0.0521096,0.0813647,-0.0163211,0.1515,0.00687975,0.0492253,-0.130668,0.176865,0.10343,-0.0778015
O60130,-0.0285699,-0.0113073,0.123367,-0.0942145,-0.105033,-0.0764377,-0.106951,-0.0253601,-0.0753883,0.0681486,-0.00585098,0.115498,-0.0128445,0.120528,0.021928,0.0289425,-0.00877669,0.0872086,0.00542187,0.0286615,-0.0896238,0.123674,0.0434059,-0.0395649
O13705,-0.0317671,-0.0178559,0.217088,-0.150984,-0.177098,-0.155658,-0.247193,0.0109391,-0.184724,0.155793,-0.00242737,0.254276,0.01347,0.212456,0.0694588,0.103033,-0.0207497,0.202631,0.0349757,0.0270253,-0.171891,0.233475,0.106577,-0.0679181
Q9P3W4,-0.104888,-0.0271133,0.367104,-0.300388,-0.378294,-0.289304,-0.436511,-0.000125635,-0.332721,0.342911,-0.0422768,0.463059,0.0220284,0.434581,0.139181,0.195524,-0.0425911,0.38562,0.0435568,0.0949338,-0.310109,0.410843,0.250621,-0.159737
O94704,-0.0281285,-0.00099133,0.117464,-0.0707576,-0.111258,-0.0977188,-0.109337,-0.00736181,-0.0809529,0.0725987,0.00291694,0.124796,-0.00284707,0.133613,0.0143282,0.0590534,-0.0340556,0.10108,-0.00608128,0.0358446,-0.0762159,0.109848,0.0482818,-0.046456
Q9P7A0,-0.0489834,-0.010748,0.183663,-0.160104,-0.172096,-0.120057,-0.189211,-0.0122855,-0.147087,0.158842,-0.0199671,0.232276,-0.00832036,0.200302,0.0647987,0.078295,-0.0117795,0.152166,0.0292837,0.0424,-0.138759,0.187622,0.0987547,-0.0604436
Q9UUI1,-0.0463051,-0.0193924,0.184107,-0.170755,-0.169318,-0.175002,-0.214733,-0.00121066,-0.16929,0.176756,-0.0219853,0.249091,-0.00688688,0.249175,0.0613387,0.102871,-0.0478506,0.210598,0.0178495,0.042703,-0.152808,0.201677,0.11733,-0.0598055
O42978,-0.0501795,0.00575613,0.269957,-0.240261,-0.255869,-0.234395,-0.310116,-0.0215149,-0.238155,0.232405,-0.00821138,0.362496,-0.00103949,0.319784,0.0771088,0.131113,-0.0545716,0.28745,0.0465295,0.0637708,-0.20092,0.313547,0.189379,-0.101876
O74453,-0.0343001,-0.00372889,0.120927,-0.115292,-0.104694,-0.0929537,-0.140485,-0.0211068,-0.093611,0.119039,-0.0175194,0.144138,0.00941372,0.160812,0.03913,0.0768159,-0.00796588,0.110905,0.00636461,0.0282344,-0.102073,0.152321,0.0723079,-0.0643604
P50527,-0.0738274,-0.0161091,0.252086,-0.192544,-0.220344,-0.193181,-0.261773,-0.00634233,-0.204843,0.213008,0.00330254,0.296028,0.0223965,0.250422,0.0575063,0.121346,-0.026991,0.217467,0.0271014,0.0494203,-0.170895,0.242233,0.159408,-0.0979168
P04551,-0.071631,0.0034033,0.359356,-0.282041,-0.327467,-0.27973,-0.443745,-0.00200517,-0.317754,0.293276,-0.0175679,0.461211,0.00426947,0.411042,0.12791,0.180004,-0.038308,0.3406,0.0367462,0.102594,-0.257492,0.404619,0.215961,-0.124924
O94319,-0.0557635,-0.0245779,0.202836,-0.164989,-0.19393,-0.179569,-0.247858,-0.00456745,-0.187176,0.190625,-0.0237492,0.257059,0.0172265,0.234133,0.0583661,0.09825,-0.0436484,0.193863,0.0413813,0.0467469,-0.139793,0.213225,0.13609,-0.0588343
O13637,-0.0664571,-0.0112038,0.20601,-0.154621,-0.188023,-0.181667,-0.240359,-0.000858404,-0.169082,0.164975,-0.0299932,0.274491,0.00354279,0.261175,0.0838253,0.0796703,-0.0155541,0.191955,0.0199764,0.0515047,-0.162028,0.206971,0.123211,-0.0930167
Q9UT48,-0.0507291,-0.0209194,0.177486,-0.149675,-0.185534,-0.135554,-0.231994,-0.0132756,-0.149652,0.141428,-0.0280452,0.219082,0.0105933,0.223667,0.0482944,0.106835,-0.0297496,0.160931,0.0468774,0.0551611,-0.150602,0.185286,0.109195,-0.0817383
Q9P769,-0.0427051,-0.0193556,0.124308,-0.079057,-0.0993369,-0.0928392,-0.118158,-0.0225145,-0.0956604,0.115856,0.0101274,0.129978,0.0103775,0.1315,0.0178203,0.0340665,-0.0144497,0.10197,0.00649756,0.0389598,-0.0818848,0.109084,0.0513394,-0.0237051
O59865,-0.0157882,0.00778009,0.148544,-0.121045,-0.136693,-0.0924233,-0.14573,0.0124241,-0.0961811,0.129635,-0.00267668,0.173762,0.00752451,0.136882,0.060809,0.0538791,-0.00980006,0.109467,0.00657337,0.0335325,-0.0818581,0.126944,0.0816816,-0.0354117
O14157,-0.0522022,-0.0225839,0.224106,-0.187961,-0.197129,-0.176989,-0.260409,-0.0209404,-0.196731,0.208757,-0.00236476,0.265021,0.0223716,0.245244,0.0885389,0.120731,-0.0362081,0.237589,0.0303902,0.0415761,-0.191018,0.22959,0.153065,-0.0873098
O94488,-0.0674373,-0.01292,0.239149,-0.197136,-0.238597,-0.179461,-0.259226,-0.000133999,-0.221313,0.207529,0.00324118,0.265184,0.0219757,0.276532,0.069978,0.122497,-0.0313219,0.239108,0.0438779,0.0430752,-0.180433,0.261737,0.148059,-0.0965054
P87244,-0.0289045,-0.0227529,0.217543,-0.149037,-0.20123,-0.169156,-0.249822,-0.00255916,-0.189899,0.185534,-0.00989155,0.241653,0.0201062,0.24852,0.0801517,0.097029,-0.0231333,0.206406,0.0250919,0.0559028,-0.163583,0.212282,0.127262,-0.0712768
O59676,-0.0441393,0.0145841,0.169277,-0.142476,-0.144823,-0.148631,-0.208361,0.0113159,-0.148772,0.160591,-0.0228688,0.184636,-0.00714329,0.200465,0.0706483,0.0947301,-0.0294936,0.179835,0.0143203,0.0330776,-0.136698,0.175972,0.0846311,-0.0522442
Q9P3W5,-0.0502595,-0.015951,0.247251,-0.195404,-0.245729,-0.20378,-0.281179,-0.0174735,-0.221393,0.216088,-0.00872459,0.30554,0.0284622,0.26926,0.0751396,0.105482,-0.0295656,0.248054,0.0327437,0.0579062,-0.167102,0.244129,0.136163,-0.093945
Q9UTQ6,-0.0391306,0.0176712,0.11598,-0.0976606,-0.0905204,-0.0888883,-0.106259,-0.00568339,-0.094257,0.0790847,-0.00332865,0.119061,0.0166415,0.133333,0.0285894,0.0284885,-0.00643333,0.0995248,0.0100254,0.00786505,-0.0787601,0.107818,0.080421,-0.0349
Q09779,-0.04372,0.000193556,0.186213,-0.156315,-0.179474,-0.154194,-0.211992,-0.0181504,-0.179117,0.166963,-0.0168879,0.234482,0.00656403,0.228062,0.0773073,0.0997222,-0.0273731,0.168841,0.0244401,0.0221957,-0.148519,0.197935,0.107622,-0.0647857
O14232,-0.0577012,-0.00381993,0.243242,-0.192174,-0.22017,-0.178236,-0.260088,-0.025337,-0.198114,0.216018,-0.00662182,0.297974,0.0212729,0.254792,0.0625005,0.0959743,-0.024555,0.238784,0.0223739,0.037563,-0.190921,0.231474,0.130246,-0.0759558
Q9P795,-0.114096,-0.0254576,0.424499,-0.348909,-0.391149,-0.334492,-0.485544,-0.0232725,-0.365884,0.354119,-0.0265819,0.535299,0.033726,0.479177,0.137399,0.196838,-0.0574889,0.418487,0.0569697,0.0905848,-0.324512,0.45805,0.257937,-0.171113
Q09171,-0.0310364,-0.0161475,0.115408,-0.113951,-0.0976609,-0.0966662,-0.129608,-0.0160618,-0.110816,0.0959103,-0.024149,0.139552,-0.00501935,0.143776,0.0376029,0.0446042,0.00352924,0.124807,0.00920192,0.0381512,-0.0857486,0.12864,0.0837066,-0.0334316
O14340,-0.0443111,0.0124518,0.161476,-0.123977,-0.152345,-0.130899,-0.159707,0.00116314,-0.122144,0.115816,-0.017396,0.182763,0.0197894,0.175552,0.0606399,0.0818078,-0.0277637,0.142486,0.040588,0.0256731,-0.115664,0.156218,0.0703706,-0.0649877
O74864,-0.0368075,0.00517451,0.121619,-0.0904705,-0.123297,-0.103574,-0.152014,-0.00946004,-0.109954,0.131296,-0.0281419,0.155223,-0.000795274,0.142067,0.0485795,0.0421524,-0.00253189,0.130855,0.00954681,0.028383,-0.0811519,0.122298,0.095978,-0.0417849
P40231,-0.0495008,0.00793891,0.258413,-0.227015,-0.256759,-0.20674,-0.312322,0.00983202,-0.218813,0.233449,0.000778397,0.309824,0.0185139,0.304652,0.0701486,0.145588,-0.0300698,0.253826,0.0353902,0.041471,-0.201216,0.300539,0.182233,-0.105991
O74892,-0.0183048,-0.00326214,0.162007,-0.119953,-0.1283,-0.112589,-0.154452,0.011187,-0.138834,0.138781,-0.00485425,0.187157,0.0162897,0.167569,0.0323509,0.0788667,-0.023389,0.129182,0.0357733,0.0465275,-0.107295,0.17461,0.109389,-0.0755835
O94397,-0.0435488,-0.0197175,0.163419,-0.156549,-0.191326,-0.134359,-0.222863,-0.017458,-0.17469,0.164665,0.00212545,0.214112,0.0226826,0.206668,0.0548241,0.0916216,-0.0469474,0.190094,0.0256473,0.0198728,-0.135991,0.209329,0.0953762,-0.0829736
Q09738,-0.0571651,-0.016836,0.246198,-0.203397,-0.22215,-0.181189,-0.271062,-0.00406102,-0.182046,0.209515,-0.0152163,0.294875,0.0104365,0.265999,0.0680584,0.101461,-0.016293,0.207153,0.0308514,0.0651587,-0.154139,0.241062,0.139343,-0.0852519
O94301,-0.0673202,-0.0141562,0.326855,-0.294337,-0.316781,-0.258244,-0.398482,-0.0141799,-0.289776,0.295271,-0.0261888,0.423088,0.00766568,0.416843,0.13444,0.158311,-0.0504052,0.352893,0.0517046,0.0778734,-0.246918,0.355149,0.221857,-0.142259
Q09176,-0.0402808,0.0138905,0.173173,-0.16923,-0.17034,-0.169293,-0.23188,-0.0240281,-0.148766,0.16664,-0.0285375,0.232843,-0.00119827,0.217657,0.07702,0.0656545,-0.0129531,0.184631,0.0358008,0.0521636,-0.145395,0.202699,0.106397,-0.0561885
P36629,-0.0725046,-0.0100757,0.232295,-0.165616,-0.21099,-0.176964,-0.275277,-0.00424343,-0.187326,0.20694,-0.0228747,0.250646,-0.0088698,0.272451,0.0830812,0.110039,-0.0324655,0.205889,0.0513852,0.0506498,-0.168129,0.226593,0.116509,-0.098886
O13993,-0.0299126,0.0175501,0.153461,-0.122047,-0.139731,-0.139437,-0.17296,-0.0170283,-0.158357,0.150008,-0.0272351,0.202729,0.00548156,0.177411,0.0469872,0.058305,-0.0445836,0.168806,0.00542981,0.0502676,-0.101737,0.186187,0.108892,-0.0603487
Q9US51,-0.0530194,-0.020272,0.194111,-0.177212,-0.191665,-0.156188,-0.234518,0.0118893,-0.182209,0.174437,-0.00695672,0.230738,0.00950625,0.207765,0.0811501,0.10298,-0.0370233,0.196535,0.042985,0.061218,-0.163463,0.193058,0.133769,-0.0916269
Q10477,-0.0680595,-0.0127324,0.204482,-0.189171,-0.217086,-0.164671,-0.273559,-0.0135357,-0.205805,0.171855,-0.00200684,0.282596,-0.00542474,0.236679,0.0810845,0.0794147,-0.0470889,0.224884,0.047458,0.0491834,-0.186793,0.222206,0.148376,-0.0996593
O14198,-0.0606089,0.00103539,0.199723,-0.184637,-0.201726,-0.161966,-0.23841,0.00807576,-0.157071,0.18115,-0.0140796,0.231624,0.0111703,0.241784,0.0851036,0.0771122,-0.0463762,0.200095,0.038105,0.0546727,-0.171077,0.222168,0.145649,-0.0927539
P87312,-0.045234,0.0164769,0.132867,-0.110457,-0.144705,-0.128596,-0.177932,-0.0199572,-0.135302,0.11643,-0.0124345,0.148309,0.0253347,0.153389,0.0290974,0.0520451,-0.0187346,0.118054,0.0133379,0.0262976,-0.123924,0.142947,0.104576,-0.0317737
O59719,-0.044398,-0.00784799,0.131067,-0.123469,-0.165594,-0.132681,-0.189971,-0.00427934,-0.133232,0.140359,-0.00859261,0.190587,-0.00358961,0.156416,0.0463219,0.0776659,-0.0115032,0.158444,0.0182968,0.0508694,-0.11548,0.144046,0.0804578,-0.0728993
O14261,-0.0958606,-0.0156364,0.327163,-0.283722,-0.322348,-0.279372,-0.395132,-0.0131802,-0.319874,0.285359,-0.0101531,0.418791,0.0301045,0.405897,0.119936,0.144556,-0.0663408,0.320121,0.0727575,0.058597,-0.277919,0.363578,0.212472,-0.11396
Q8WZK3,-0.0577253,-0.0244595,0.170253,-0.121403,-0.162595,-0.120958,-0.156717,-0.0179804,-0.116508,0.122915,-0.00626486,0.167412,-0.00549366,0.165138,0.0385177,0.0875233,-0.0126261,0.140452,0.0211891,0.0435095,-0.134573,0.168947,0.0869698,-0.0745359
O13310,-0.037912,-0.00521268,0.199842,-0.15735,-0.174888,-0.152013,-0.197112,-0.0019234,-0.171279,0.176969,-0.00868183,0.208698,0.00463877,0.193048,0.0699621,0.0969814,-0.0118685,0.178282,0.0417549,0.0461133,-0.137808,0.192532,0.116934,-0.0710706
P78963,-0.0710882,0.0128514,0.27666,-0.226372,-0.258904,-0.198081,-0.2959,-0.00199195,-0.235462,0.222392,-0.0271938,0.307958,-0.00295382,0.280422,0.0851169,0.113114,-0.0577983,0.238785,0.0409557,0.0455882,-0.202127,0.26091,0.174275,-0.0813101
Q09130,-0.0166546,-0.00451533,0.0600212,-0.0443414,-0.0601358,-0.0587194,-0.0822679,-0.0126015,-0.0747783,0.0582416,-0.0251473,0.100975,-0.00984396,0.103661,0.0365848,0.0416486,-0.0250718,0.0881024,0.0253175,0.0229165,-0.0435041,0.0970796,0.0285639,-0.0197862
Q9HGL6,-0.0431098,0.00939846,0.132743,-0.126285,-0.14275,-0.0969616,-0.170835,-0.0107967,-0.110297,0.120475,0.010954,0.150068,0.00450141,0.143204,0.0266018,0.0628358,-0.0362405,0.129965,0.0107963,0.0411765,-0.0918326,0.149897,0.0991877,-0.0451823
Q10482,-0.048048,-0.0208,0.186943,-0.118282,-0.165714,-0.129854,-0.180485,0.00842091,-0.132539,0.139547,-0.0123342,0.208504,-0.00494739,0.21117,0.0393415,0.0847528,-0.0244864,0.151368,0.0305327,0.0501636,-0.12774,0.163902,0.105118,-0.0423078
Q7LL15,-0.0504862,-0.0148964,0.191583,-0.180328,-0.173551,-0.155917,-0.21735,0.0124587,-0.184116,0.189391,-0.0163159,0.238755,-0.00383621,0.210553,0.0526326,0.0792678,-0.0281677,0.213547,0.0203504,0.0405239,-0.160264,0.20982,0.120177,-0.0792643
O13722,-0.0427879,-0.0146475,0.200703,-0.150429,-0.171164,-0.15358,-0.243996,-0.024931,-0.187999,0.163364,-0.027909,0.256445,0.0106571,0.211044,0.0775378,0.0915449,-0.0485756,0.188109,0.0524662,0.0470216,-0.151795,0.206556,0.108287,-0.084609
P30316,-0.0260996,0.00616913,0.136363,-0.120187,-0.161802,-0.107558,-0.149124,-0.0281622,-0.10795,0.134392,0.0112724,0.191811,0.00548368,0.158542,0.0519336,0.0517734,-0.0257794,0.155541,0.00823097,0.023676,-0.111256,0.167171,0.109373,-0.0593002
O14246,-0.0485474,-0.0145569,0.185867,-0.14275,-0.179184,-0.136583,-0.22282,-0.00497238,-0.164122,0.180925,0.00954061,0.247301,0.0197538,0.234385,0.063669,0.0877496,-0.0362832,0.200312,0.0497403,0.0446894,-0.126463,0.207416,0.125003,-0.0498144
Q10432,-0.0919313,-0.0220611,0.287418,-0.257351,-0.265076,-0.243467,-0.335002,0.00403708,-0.234072,0.236395,-0.011207,0.369847,0.0289041,0.348286,0.102072,0.113934,-0.055541,0.282832,0.0713755,0.0731177,-0.239683,0.318219,0.163879,-0.121658
P56523,-0.0513523,-0.00665859,0.161419,-0.151042,-0.147625,-0.122386,-0.185309,0.0123475,-0.116418,0.137589,-0.0138996,0.190778,0.0232313,0.186383,0.0524585,0.0700191,-0.039861,0.142949,0.0142895,0.0326338,-0.140407,0.149034,0.0843675,-0.0717168
O59697,-0.0297864,0.0156118,0.0992142,-0.0682636,-0.107957,-0.0851651,-0.109013,-0.0224124,-0.0907078,0.0933198,-0.0187804,0.122263,0.0107579,0.106482,0.0367072,0.0625773,-0.00793454,0.0844636,0.00475903,0.0172911,-0.0928329,0.119205,0.0786723,-0.0451452
O74802,-0.0593344,-0.0179546,0.251754,-0.179845,-0.211169,-0.215655,-0.306663,-0.0197766,-0.220028,0.194839,-0.0149254,0.318563,-0.00958853,0.267698,0.0739689,0.0945421,-0.0296477,0.255485,0.038676,0.0391745,-0.189638,0.269752,0.153922,-0.0694827
