protein,dim1,dim2
Q03533,0.277009,0.747179
P32345,0.296408,0.649161
Q3E815,0.243682,0.268839
P03881,0.193142,0.395888
Q08182,0.465452,0.504455
P40586,0.30972,0.277507
P21560,0.526744,0.59068
P40015,0.208755,0.326426
P25270,0.409947,0.493862
Q08914,0.572227,0.304999
P38179,0.136695,0.505706
P36100,0.443164,0.494879
Q03067,0.497663,0.437413
Q07986,-0.0854244,0.283165
P53134,0.106072,0.282145
P39007,0.528031,0.373399
P39005,0.493564,0.34756
P43614,0.452589,0.641346
Q12398,0.368314,0.435773
P39563,0.178021,0.441524
P15180,0.519251,0.317087
Q08977,0.489942,0.31999
P43547,0.316899,0.218063
P0CX63,0.531982,0.256683
Q8TGT8,0.316314,0.200344
Q3E828,0.208021,0.262814
P18408,0.452397,0.189087
P22217,0.380573,0.416844
P38279,0.263076,0.39787
P0CX08,0.236743,0.160762
Q07843,0.427726,0.510992
Q12515,0.483111,0.400934
Q02202,0.0378455,0.187876
P54070,0.131313,0.564736
P53234,0.41177,-0.00144402
Q05933,0.302132,0.559524
P40555,0.293711,0.504006
P12753,0.646956,0.712979
P53095,-0.0518114,0.483495
Q3E817,0.377619,0.00107708
Q06815,0.472795,0.941067
Q02793,0.544829,0.454203
Q03759,0.374907,0.297868
P40092,0.140859,0.297591
Q05518,0.41497,0.364664
P32493,0.548785,0.377884
P40465,0.520456,0.432893
P40526,0.0539308,0.409461
P50078,0.286121,0.437177
Q03193,0.121923,0.292517
Q08421,0.209055,0.24332
Q08902,0.476311,0.213486
P38723,0.422459,0.829485
P0CI67,0.430623,0.0558647
P21190,0.172755,0.482225
P53824,0.473708,0.719845
P53156,0.317928,0.288804
P38241,0.471133,0.462711
Q3E762,0.203774,0.201364
Q12751,0.0768736,0.127432
P35177,0.856497,0.977721
P51998,0.557365,0.731546
Q08954,0.288162,0.272809
P32452,0.433281,0.193394
Q12103,0.0603465,0.434612
P0CE00,0.208319,0.420973
Q07349,0.193449,0.462886
P32474,0.201622,0.354247
P41911,0.233104,0.524176
P41734,0.044285,0.266267
P40040,0.136289,0.642956
P41920,0.284415,0.381693
Q06247,0.299104,0.29895
P53736,0.192981,0.333023
P32784,0.339692,0.554014
P53873,0.0252929,0.565113
Q02555,0.382431,0.746414
P38702,0.222109,0.352513
P30775,0.45608,0.42278
Q03079,0.0799795,0.327396
P38867,0.198883,0.26684
P39113,0.381106,0.358296
P40534,0.0152662,0.448003
Q08280,0.290778,0.240861
Q12470,0.536207,0.552684
P0C2J1,0.312756,0.270825
P32769,0.185148,0.413498
Q12265,0.21849,0.416228
P36533,0.427452,0.433646
P54862,0.412012,0.242546
P50945,0.348327,0.497127
Q04740,0.0364444,0.214339
P40302,0.529478,0.636955
Q12149,0.510979,0.710446
P0CX13,0.333098,0.565675
P38068,0.152052,0.559711
P38430,0.152041,0.469293
P53946,0.272481,0.674845
Q3E798,0.261231,0.420718
Q05827,0.385997,0.292031
Q3E743,0.258807,0.325288
P17536,0.370494,0.397036
Q05031,0.136933,0.559269
P32526,0.601105,0.470595
P53009,0.219306,0.56802
P06781,0.352085,0.426478
P23561,0.630253,0.756683
Q06833,0.500378,0.248433
P38757,0.291707,0.336982
P18410,0.115096,0.412155
P53046,0.0278001,0.390992
P34250,0.428871,0.346619
Q03954,0.42607,0.71258
P40328,0.487557,0.545948
Q03705,0.533266,0.517698
P20133,0.386492,0.510078
P25626,0.509597,0.668324
P36526,0.431817,0.63514
P32323,0.333797,0.323442
Q12163,0.268654,0.536648
P53882,0.164487,0.494817
P38066,0.371371,0.695367
P53290,0.423713,0.639654
Q3E823,0.24045,0.37036
P39709,0.367647,0.485191
Q04894,0.184611,0.44332
P41909,0.592429,0.32326
P40889,0.332475,0.290255
Q08217,0.617659,0.781814
Q04066,0.222768,0.383139
P39718,0.548128,0.212638
P50076,0.179559,0.430591
Q12344,0.69164,0.476992
P42933,0.545754,0.359574
P07277,0.163203,0.59329
Q08485,0.333439,0.437468
P40462,0.224751,0.28218
P53281,0.564562,0.607282
Q04231,0.347741,0.335876
P40523,0.304241,0.196418
P39987,0.617779,0.527959
P53859,0.318639,0.736599
P34218,0.471883,0.1845
P25578,0.464764,0.235511
Q08913,0.226571,0.169332
P40987,0.306703,0.392228
Q12202,0.34048,0.202706
Q08622,0.424477,0.153963
P10622,0.401347,0.514914
P34162,0.603671,0.626207
Q12405,0.202353,0.391375
P27882,0.367846,0.570505
P43611,0.297669,0.248381
P28240,0.223115,0.649154
Q12452,0.162746,0.76438
P38155,0.207079,0.163738
P38113,0.193094,0.276471
Q12209,0.371911,0.247265
P33317,0.256653,0.580818
P38302,0.339067,0.524191
Q02983,0.19753,0.370628
Q99344,0.2442,0.328729
Q03919,0.452163,0.734779
Q08974,0.243553,0.327164
P40576,0.408519,0.452719
Q3E793,0.318155,0.386189
O13585,0.18268,0.22143
P40367,0.0767802,0.502906
Q12184,0.31358,0.24828
P25038,-0.0579139,0.438698
Q02521,0.293763,0.450499
P40968,0.285217,0.644964
P26364,0.423816,0.228738
Q05863,0.226231,0.487092
P53067,0.401465,0.50394
P25618,0.480012,0.416752
P53688,0.160833,0.435414
P53748,0.152841,0.344575
P11412,0.246319,0.338076
P25383,0.296873,0.508652
Q03482,-0.0289247,0.359335
Q08234,0.318889,0.257013
P43591,0.0122822,0.416466
Q08912,0.347959,0.272581
P53901,0.340745,0.482823
P25355,0.360214,0.145829
P53217,0.263962,0.37621
Q03673,0.306155,0.32562
Q08268,0.153744,0.38572
Q12001,0.165052,0.404093
Q9ZZX1,0.288712,0.381075
O13511,0.0279137,0.361294
P40504,0.214816,0.239259
P25610,0.277916,0.123922
P47131,0.417314,0.400869
P50088,0.309534,0.358053
P00856,0.0777036,0.557787
P40570,0.195908,0.422699
P00912,0.278907,0.43379
P43610,0.318996,0.428667
Q03530,0.452083,0.134847
Q12244,0.359921,0.278113
P25593,0.132824,0.101036
P38887,0.091878,0.313174
P43589,0.317163,0.154795
Q02203,0.00363957,0.286462
P40335,0.165412,0.727746
P33331,0.339889,0.599394
P15801,0.353097,0.225036
P38885,0.122453,0.515374
P32943,0.159863,0.616006
P53834,0.450685,0.289531
P89886,0.2386,0.250215
P07245,0.377042,0.383555
P32494,0.639031,0.602484
Q05584,0.251365,0.576155
P50079,0.652514,0.484265
P34758,0.242691,0.64854
Q12072,0.453573,0.213161
Q04835,0.235137,0.425823
Q04183,0.287956,0.731197
Q03784,0.174344,0.718596
P18562,0.171872,0.474876
P32329,0.0302858,0.359667
Q08550,0.444106,0.48566
Q03020,0.286604,0.528967
P40499,0.191781,0.304032
Q03262,0.0558472,0.411031
Q08966,0.39672,0.365097
P53830,0.236432,0.605755
P35731,0.0385462,0.422641
P0CD91,0.522551,0.627938
P20051,0.257432,0.601378
P53885,0.248097,0.283975
Q12305,0.277425,0.507403
Q03281,0.350424,0.116431
P36149,0.437331,0.586521
P46972,0.156357,0.528086
P36053,0.25668,0.580585
Q06412,0.217758,0.436501
P33751,0.350105,0.43761
P40351,0.3314,0.319088
Q12308,0.498113,0.466117
Q06149,0.199418,0.364536
Q06177,0.117351,0.276574
Q02354,0.396602,0.583071
P0CE87,0.367433,0.446865
Q12408,0.0943891,0.233085
P38871,0.371503,0.711677
Q12074,0.159952,0.575878
P47112,0.434645,0.583622
P31115,0.440466,0.146895
Q3E834,0.323671,0.343465
P39105,0.16062,0.395605
P40990,0.294838,0.419555
Q03018,0.526024,0.480941
P47144,0.0777057,0.598151
P40580,0.354015,0.261315
Q3E843,0.0241539,0.451871
P40517,0.301613,0.520006
P36156,0.145879,0.331723
P40343,0.394514,0.585749
P32467,0.0681263,0.563921
Q8TGT3,0.263644,0.415856
P41821,0.547225,0.591738
Q04751,0.105111,0.498724
P25340,0.62233,0.414594
Q12173,0.632076,0.431239
P25616,0.225341,0.445069
P0CX56,0.409161,0.444688
Q3E737,0.0941814,0.231254
Q12272,0.31714,0.287637
P40055,0.741633,0.565861
P40155,0.474345,0.555944
P16523,0.41848,0.593417
P39011,0.241139,0.702527
P32178,0.630236,0.612816
P08536,0.140185,0.562219
P21623,0.0878677,0.304351
Q04418,0.104838,0.432718
P48236,0.153413,0.393048
P38711,0.199616,0.210636
Q03750,0.277809,0.465315
Q03322,0.422534,0.651858
P38934,0.447749,0.461338
P54860,0.330691,0.47172
Q08686,0.407456,0.360627
P53507,0.31757,0.551256
P06104,0.39254,0.570755
P53852,0.511324,0.34073
P53296,0.245119,0.392108
P25573,0.314502,0.488593
Q08907,0.212097,0.332458
P40955,0.391672,0.673018
P39529,0.443703,0.432693
P14737,0.224198,0.597085
P0CX73,0.384752,0.533483
P36150,0.130382,0.24483
Q03942,0.234289,0.426297
P39720,0.396808,0.638308
Q12172,0.452589,0.34228
P38841,0.273176,0.391291
P39996,0.42218,0.439953
P40358,0.296942,0.542979
P0CF17,0.100873,0.598701
Q08959,0.31573,0.246691
Q03823,0.154321,0.367851
P00431,0.325445,0.569115
P39016,0.41811,0.583341
P38337,0.480397,0.383133
Q12494,0.116514,0.617517
P36044,0.370055,0.239187
Q03652,0.481181,0.449186
P25296,0.800254,0.52588
P47074,0.624795,0.500807
P03882,0.463033,0.325204
P09435,0.46778,0.937442
P06775,0.406174,0.396943
P39000,0.230496,0.321447
P38913,0.37027,0.467839
P04173,0.122829,0.450775
P39525,0.113822,0.317265
P40345,0.429959,0.296074
P36038,0.119206,0.426572
P47053,0.190716,0.323786
P33416,0.56765,0.498028
P20048,0.0831185,0.497485
P53227,0.378685,0.132026
P17442,0.462185,0.778519
P25354,0.381966,0.580472
Q04562,0.257696,0.349749
P53963,0.350565,0.248436
Q04461,0.254979,0.435594
P0CX12,-0.030365,0.26197
P39727,0.350661,0.574486
P08640,0.238047,0.450944
P36023,0.282573,0.566897
Q12178,0.374134,0.529954
Q12217,0.362101,0.1419
P32831,0.262398,0.648923
P47165,0.301414,0.489914
P38069,0.513536,0.441145
P43549,0.432006,0.166191
P38812,0.317665,0.164746
Q12436,0.505469,0.219363
P38794,0.0463051,0.490074
P46969,0.211135,0.507348
P53266,0.608475,0.463413
Q04500,0.509771,0.386427
P53823,0.21839,0.400342
P50077,0.487092,0.370989
P43545,0.38924,0.60249
P0CX48,0.488603,0.590671
Q06466,0.15556,0.123155
P40093,0.0627861,0.495617
P32448,0.191548,0.608015
P54780,0.277982,0.455
P42948,0.420257,0.269664
P36094,0.46097,0.754283
Q08558,0.375205,0.46974
P32770,0.484727,0.355757
P40538,0.239026,0.21879
Q8TGM6,0.172714,0.422642
P38728,-0.0299636,0.423733
P53858,0.333559,0.234778
Q06350,0.130696,0.648227
Q3E7Z3,0.0120196,0.449609
Q12321,0.448108,0.332746
Q00947,0.470794,0.576985
P0CX75,0.420933,0.316194
Q03390,0.0275894,0.593068
P32334,0.308847,0.554393
Q12155,0.176278,0.180231
P32327,0.303409,0.449829
P21538,0.637844,0.506441
P53746,0.316973,0.429951
P32522,0.512755,0.776109
P38756,0.255943,0.432763
P05316,0.167281,0.373627
P36169,0.478001,0.296669
P80667,0.688579,0.949336
P39932,0.0287098,0.274551
P53215,0.375174,0.529428
P47182,0.456552,0.100797
P22936,0.318514,0.456837
P25617,0.369504,0.378883
Q07395,0.366926,0.255836
Q06892,0.232479,0.316497
P40502,0.0448516,0.38277
P38854,0.487622,0.302378
P36090,0.494063,0.40789
P33412,0.075469,0.346852
P38712,0.476306,0.283712
P22768,0.423396,0.397801
P42833,0.303347,0.203786
P40416,0.477871,0.297929
P38127,0.305457,0.121552
P18480,0.542546,0.634228
P23255,0.386262,0.648062
Q3E809,0.00927553,0.393041
Q07794,0.235378,0.664939
P40095,0.408013,0.4062
P40209,0.290446,0.350794
P47168,0.345472,0.307241
Q99177,0.185917,0.353845
P39106,0.274882,0.401985
O13535,0.2141,0.224424
P38783,0.224679,0.442733
P53870,0.187132,0.347276
Q03219,0.43202,0.332494
P39012,0.234977,0.286212
Q02872,0.297019,0.548399
Q03455,0.411057,0.40341
P38713,0.200723,0.602203
P38196,0.363548,0.371991
Q03769,0.164228,0.594213
P50104,0.0203089,0.465517
P32772,0.158308,0.304683
P38273,0.511452,0.362445
P32836,0.276605,0.786316
P32611,0.101346,0.572819
P02381,0.39927,0.464491
P40048,0.329472,0.266747
P25353,0.16339,0.312036
P07390,0.354024,0.316268
P53840,0.299447,0.411832
P46955,0.362908,0.0695102
P0CE96,0.430436,0.470508
Q01976,0.285892,0.238063
Q04781,0.340571,0.311405
P39735,0.235806,0.730529
P0C268,0.129381,0.506528
P36095,0.380443,0.191589
Q05776,0.300337,0.375847
P40519,0.465349,0.301135
P00045,0.386374,0.554398
P23394,0.143533,0.474003
P32804,0.0650104,0.317996
P40498,0.123175,0.436991
P38763,0.328292,0.438295
Q12052,0.521476,0.291984
P53890,0.424606,0.5796
P43124,0.309232,0.224354
Q08873,0.110221,0.39906
P38816,0.189932,0.590893
P53086,0.49451,0.579147
P36032,0.107484,0.587891
P32559,0.106402,0.466889
P40574,0.146896,0.297971
P08004,0.549382,0.525222
P40038,0.469585,0.359048
P01149,0.390544,0.21069
P46946,0.267391,0.344866
P22438,0.451245,0.178415
Q05498,0.243888,0.308178
Q12520,0.0389867,0.459981
Q12241,0.353743,0.808973
P40342,0.477107,0.206311
P34166,0.534131,0.463129
P08638,0.255582,0.308142
P53135,0.482518,0.589423
Q12289,0.218631,0.608984
Q08777,0.0615536,0.49495
P46947,0.493913,0.375222
P33734,0.251502,0.312319
P24868,0.420181,0.51626
P52868,0.272956,0.432347
Q04921,0.117837,0.45776
Q04952,0.12725,0.526028
P38717,0.0665258,0.416374
P40455,0.560737,0.395706
Q05998,0.128469,0.288316
P53757,0.375766,0.237062
P35996,0.345246,0.410689
Q08229,0.0776181,0.593342
P40965,0.514684,0.665293
P35198,0.559316,0.512327
P38200,0.345814,0.480205
Q06163,0.342424,0.455585
P38194,0.051143,0.416182
P53956,0.208856,0.231867
Q06648,0.18361,0.479956
P0CY09,0.442683,0.607817
Q12392,0.551616,0.227792
P38830,0.2307,0.424955
P28777,0.124644,0.47967
P36077,0.278958,0.636174
P53075,0.0399615,0.469778
P53324,0.163068,0.328688
Q03653,0.0609255,0.565355
Q04806,0.432831,0.38287
P47108,0.4199,0.299894
Q07845,0.242118,0.138834
P38687,0.530481,0.341578
P39926,0.417628,0.618637
Q07528,0.450972,0.545321
Q06135,0.237915,0.503773
P14772,0.272848,0.347419
P38734,0.288872,0.122936
Q02207,0.475492,0.509125
P38636,0.208315,0.531637
P50944,0.399593,0.722516
P40508,0.509717,0.147209
Q2V2P0,0.00895112,0.244028
Q08685,0.467953,0.444809
P38697,0.382113,0.43702
P0CE85,0.0912851,0.364363
P47183,0.141366,0.152485
P25365,0.231293,0.30488
P29461,0.222508,0.467507
Q05497,0.316606,0.222779
P0C272,0.188276,0.36743
Q2V2Q2,0.0637121,0.155362
P36973,0.226061,0.432751
P0CW40,0.454895,0.212641
Q12441,0.273389,0.17663
P53631,0.588037,0.321783
P40515,0.16598,0.510798
P38042,0.472788,0.665357
Q04431,0.0793902,0.568495
P32449,0.364836,0.312112
Q03764,0.157143,0.347053
Q02775,0.350957,0.604498
Q12066,0.284332,0.634117
P18962,0.109728,0.567272
Q04712,0.362229,0.375162
P40992,0.420211,0.702358
Q12271,0.343302,0.420169
Q04893,0.0323127,0.57033
Q12235,0.239119,0.264191
Q12269,0.31368,0.0945757
Q03201,0.365554,0.655997
P36008,0.238344,0.802458
Q00711,0.521967,0.413943
Q03266,0.295657,0.660838
P41806,0.436201,0.548427
P35688,0.335876,0.300752
Q12110,0.306269,0.439097
P36086,0.291578,0.540728
P53293,0.26538,0.424598
P53203,0.224787,0.531106
P47169,0.0246621,0.286885
P50112,0.0906775,0.24224
P43567,0.472903,0.166486
Q12041,0.205749,0.312119
P53877,0.61958,0.486071
P42947,0.348337,0.324051
P40101,0.422727,0.129951
Q12368,0.415072,0.605278
P38813,0.370563,0.20091
Q06836,0.133039,0.51766
Q04005,0.27259,0.443032
P17214,0.680502,0.688653
Q08119,0.46787,0.448596
Q03694,0.22634,0.256535
P32340,0.398864,0.211409
Q12458,0.31517,0.288718
Q12328,0.631193,0.7107
P0CX79,0.275444,0.44845
P38750,0.224286,0.375823
P40514,0.304765,0.399981
P57744,0.120299,0.534641
Q2V2Q3,0.0324977,0.321702
Q12180,0.336543,0.33707
P53078,0.302234,0.222101
Q12404,0.299459,0.45116
P40206,0.275392,0.210927
P38142,0.308453,0.733335
P53315,0.118044,0.192222
P38876,0.357316,0.108212
P26755,0.355319,0.843464
P38791,0.337129,0.499497
Q02651,0.438171,0.272971
P32945,0.120019,0.341542
P32862,0.0805776,0.45831
P34253,0.180829,0.410999
P62651,0.163222,0.464965
P00572,0.121028,0.401827
P47056,0.0347041,0.364396
P40363,0.545211,0.545189
Q04372,0.352189,0.622708
Q01532,0.143448,0.483269
P38193,0.363516,0.490169
Q2V2P1,-0.0308006,0.325794
Q08742,0.182411,0.321569
P49956,0.351655,0.456637
P53891,0.249733,0.347568
Q07896,0.624065,0.703228
P40347,0.111492,0.547123
P33411,0.202986,0.449089
P38317,0.354324,0.475601
Q06436,0.548628,0.457646
P36004,0.504781,0.764169
P38374,0.427591,0.163804
P46678,0.259507,0.440197
P46970,0.662216,0.476496
P40535,0.494102,0.583338
P32916,0.266939,0.416879
D6VPM8,0.43292,0.414593
P32904,0.449256,0.623616
P12887,0.230062,0.220803
Q12297,0.236492,0.595683
Q04006,0.132304,0.506153
P38145,0.448191,0.332742
Q12060,0.688765,0.530737
P32564,0.125781,0.417436
Q06340,0.130129,0.394396
P53740,0.409943,0.265526
P53222,0.143537,0.434908
Q08108,0.0174144,0.444958
Q3E7X9,0.329082,0.29566
P38824,0.286409,0.299692
Q6Q5K6,0.509089,0.36962
P53101,0.483714,0.432776
Q12676,0.172798,0.46014
Q12390,0.413908,0.483578
Q05777,0.537486,0.434735
Q03419,0.233643,0.313918
P38716,0.225283,0.464746
Q06625,0.307662,0.429003
P33307,0.260823,0.539395
P38630,0.326128,0.495123
Q3E784,0.445828,0.405251
P40533,0.150417,0.422255
P00724,0.234248,0.542728
P41815,0.297435,0.371515
P40552,0.192247,0.361746
P16603,0.478644,0.730131
Q3E764,0.144334,0.327607
P30620,0.423584,0.196985
P47119,0.235327,0.371302
P53727,0.122259,0.160667
P53911,0.308945,0.66527
A2P2R3,0.458739,0.289085
P40509,0.346271,0.786954
Q03776,0.309195,0.574482
P33311,0.345587,0.54018
P47039,0.4309,0.374927
Q06053,0.164234,0.436541
P53939,0.701249,0.52034
P53893,0.343846,0.293435
Q07953,0.436181,0.409359
P38306,0.181547,0.271648
Q03175,0.161707,0.344615
P35202,0.16524,0.334942
P0C5R9,0.36568,0.0289947
P40188,0.408885,0.223735
Q04178,0.329332,0.324411
P36059,0.445806,0.419389
P38795,0.413944,0.400994
P0CX72,0.395933,0.25894
P39956,0.254811,0.398563
P53949,0.428088,0.273249
P53102,0.295481,0.589666
P43617,0.0838385,0.339916
Q96VH4,0.192771,0.210891
P53832,0.466262,0.604987
P53732,0.355494,0.602791
Q12160,0.372517,0.426646
P0CY06,0.122405,0.250806
P32465,0.54243,0.725851
Q04516,0.091941,0.297748
P40451,0.440476,0.119948
Q12396,0.371202,0.516272
P47152,0.348004,0.263597
P47081,0.321564,0.281269
P36110,0.219216,0.214536
P0CX16,0.106333,0.190962
P32634,0.0922791,0.542539
P47018,0.216434,0.517893
Q12044,0.295787,0.446188
Q12298,0.379053,0.3258
P48239,0.331928,0.131086
Q00416,0.585236,0.814063
P53063,0.299086,0.652136
P25606,0.387339,0.401475
P38067,0.44555,0.341564
P19657,0.224714,0.462018
P40970,0.161341,0.751611
Q08886,0.247792,0.553937
P38972,0.187845,0.375001
Q07959,0.309481,0.234508
P43581,0.439878,0.412779
P25582,0.267813,0.407166
Q06063,0.521655,0.399223
P43595,0.197542,0.382078
Q08054,0.270748,0.158644
P28319,0.0993364,0.286061
Q04638,0.375751,0.258384
Q3E824,0.142503,0.288591
P38257,0.333842,0.450666
P25630,-0.0102622,0.155151
Q12477,0.272596,0.46445
Q12691,0.138487,0.199672
P0CX34,0.438741,0.368645
P46681,0.0484005,0.435731
P38626,0.181675,0.622221
P33755,0.521795,0.644018
Q12017,0.444349,0.333841
P21826,0.222577,0.16459
P87287,0.435257,0.195174
P41698,0.378786,0.52218
Q07990,0.26691,0.36644
P43554,0.125219,0.682248
P41814,0.395516,0.439985
Q99222,0.125002,0.219536
P53289,0.311559,0.509617
P13433,0.270862,0.620285
Q04471,0.456973,0.302183
Q05788,0.302468,0.392199
Q06676,0.40761,0.23762
P42837,0.501256,0.396491
P25046,0.411741,0.796196
Q03208,0.316751,0.346933
P22136,0.300932,0.18942
Q06554,0.277664,0.512254
P53379,0.450508,0.311759
Q03218,0.164485,0.329905
P27680,0.35988,0.52364
Q08361,-0.0434306,0.305346
Q06143,0.219216,0.435104
P32644,0.099914,0.222855
P40565,0.539204,0.551082
P0CF00,0.0305727,0.39468
P39109,0.156812,0.570828
P41546,0.191662,0.440804
P29478,0.279554,0.764285
P53954,0.127637,0.693472
P23797,0.188063,0.207082
P42840,0.0229165,0.207007
P20049,0.418538,0.195984
P40529,0.315517,0.272637
P38228,0.226017,0.707915
P53059,0.259191,0.0851321
P25359,0.432791,0.798877
Q05637,0.0813646,0.305294
P06774,0.590007,0.866018
Q06321,0.450201,0.322181
P34224,0.281716,0.352989
P11914,0.619277,0.535655
P41813,0.504906,0.431403
P52867,0.363908,0.481175
P41835,0.252396,0.207267
Q08817,0.509173,0.409291
Q02863,0.207898,0.337782
P19146,0.487816,0.108564
P40214,0.169944,0.546805
P32451,0.330367,0.3364
P05749,0.302102,0.396757
P32841,0.474077,0.149368
P32472,0.382274,0.505307
P38881,0.598501,0.447681
Q06485,0.339923,0.364725
P53735,0.46662,0.373121
P38894,0.251318,0.330635
P38347,0.282375,0.194864
P39988,0.250571,0.590419
P38281,0.242741,0.397193
P40963,0.478153,0.504585
P53896,0.217557,0.40732
Q05871,0.423083,0.630783
Q05015,0.264853,0.425764
Q04174,0.129226,0.322658
P54072,0.104452,0.358805
P43564,0.398348,0.498232
Q08969,0.140124,0.31792
P33448,0.455758,0.156254
Q12139,0.407751,0.506781
Q07799,0.176923,0.385586
P32857,0.246357,0.407371
Q05635,0.482208,0.345894
Q3E786,-0.0275176,0.487601
P34756,0.475687,0.44926
Q04081,0.112171,0.211837
P40355,0.334753,0.48322
Q12198,0.397105,0.49278
P40032,0.183816,0.617278
Q03144,0.570511,0.583702
P43540,-0.0237139,0.480454
P25370,0.382147,0.293142
Q04602,0.625181,0.39535
P0C2I2,0.0713626,0.150633
Q12292,0.417341,0.569757
Q08687,0.364891,0.349364
P32573,0.124825,0.202547
Q12416,0.281584,0.678441
P0CE92,0.221005,0.383778
P41338,0.406065,0.429043
P32794,0.391978,0.558833
P53118,0.268401,0.444799
Q12428,0.111565,0.504769
P40034,0.186883,0.189814
Q06597,0.297711,0.385944
P43544,0.520148,0.674723
P24031,0.0912046,0.262583
A5Z2X5,0.152178,0.158443
P40056,0.355415,0.306357
P53188,0.160442,0.283236
P10870,0.0632201,0.49675
Q12069,0.21236,0.320044
P35187,0.376165,0.742927
Q03036,0.483476,0.247402
P34246,0.410623,0.215878
P17898,0.597159,0.560919
P40105,0.0417695,0.503933
P06633,0.293346,0.477418
Q12234,0.181735,0.460426
P49957,0.202619,0.314776
Q04429,0.0495136,0.575485
P38628,0.132911,0.306831
P06783,0.489129,0.377114
P0CY13,0.265771,0.268148
P53970,0.335236,0.369842
Q07738,0.356833,0.262507
P32478,0.510576,0.288122
P48240,0.519755,0.320365
P50102,0.719501,0.856788
P36120,0.319981,0.702038
P42950,0.207881,0.179097
P40530,0.0807697,0.448136
P50273,0.238639,0.303414
Q03649,0.237094,0.279494
P32316,0.41856,0.441632
P32529,0.387247,0.458283
P53270,-0.0447581,0.382898
P36166,0.461998,0.187048
Q12090,0.330958,0.254867
P43607,0.090187,0.42412
P24521,0.184111,0.248942
P25641,0.316651,0.584568
P38637,0.381569,0.295671
Q06686,0.349924,0.252995
P38739,0.172607,0.249848
Q92317,0.526594,0.562621
P81451,0.269699,0.166077
P53903,0.455071,0.358608
P47161,0.352852,0.346827
P31380,0.398129,0.664646
P80235,0.388449,0.296697
Q08924,0.212369,0.708199
P40043,0.084441,0.383521
Q12361,0.265876,0.296931
Q03080,0.0208553,0.280071
P39959,0.458935,0.25236
P32344,0.304952,0.333129
P33753,0.21834,0.401201
P40096,0.520822,0.483151
P53273,0.00150508,0.398789
Q02749,0.244717,0.285552
P29029,0.182399,0.124508
P40079,0.527545,0.248737
Q03029,0.188195,0.286536
P25587,0.302163,0.231281
Q07793,0.114336,0.388327
Q08689,0.340573,0.443456
Q08985,0.236212,0.316676
Q04773,0.258332,0.434366
Q07786,0.507705,0.4102
Q8TGT7,0.331382,0.372239
P33202,0.588669,0.511182
P25646,0.507176,0.544741
P41903,0.0986262,0.638679
P25642,0.513071,0.619787
Q05024,0.342901,0.288239
P53333,0.321184,0.594553
Q3E758,0.0828179,0.309065
Q3E833,0.454139,0.400238
P07807,0.293194,0.444352
P53540,0.305035,0.513223
P04819,0.593114,0.704783
P38772,0.22246,0.193991
