gene,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60,dim61,dim62,dim63,dim64,dim65,dim66,dim67,dim68,dim69,dim70,dim71,dim72,dim73,dim74,dim75,dim76,dim77,dim78,dim79,dim80,dim81,dim82,dim83,dim84,dim85,dim86,dim87,dim88,dim89,dim90,dim91,dim92,dim93,dim94,dim95,dim96,dim97,dim98,dim99,dim100,dim101,dim102,dim103,dim104,dim105,dim106,dim107,dim108,dim109,dim110,dim111,dim112,dim113,dim114,dim115,dim116,dim117,dim118,dim119,dim120,dim121,dim122,dim123,dim124,dim125,dim126,dim127,dim128
P87244,-0.0201095,-0.000104955,-0.0171596,-0.00201607,-0.00655854,-0.0140694,-0.047999,0.0173587,0.000992415,-0.0323509,0.000570506,-0.0104234,-0.0630515,0.0177062,-0.0046416,0.0281978,0.0750664,-0.0483748,0.0913412,0.0234899,0.0167453,0.0493325,0.0082106,-0.00885391,-0.0154691,-0.0250425,0.0670256,0.0385958,0.0113269,0.0326425,0.0698944,-0.0114451,0.0376826,0.00703096,0.0532526,0.05644,-0.0484668,-0.0355629,0.0313145,-0.100824,-0.030727,0.0961568,0.00897827,-0.0081221,0.0518884,0.0107733,0.0315394,0.0131471,-0.0294662,-0.0524075,-0.0351516,-0.0935685,0.0134617,-0.0497855,-0.00180497,-0.0215495,-0.00068376,-0.00464902,-0.0315903,-0.042668,-0.0321404,-0.0250671,0.0570972,0.0489369,-0.0140452,0.0480295,0.0584437,0.102006,0.0105697,-0.0457834,0.059157,0.0895382,-0.0443941,0.0944146,-0.00435934,0.0468562,-0.0134663,0.0431145,0.0192296,0.0378282,-0.00963001,-0.0271605,0.0218144,0.0620333,0.136927,0.0128131,-0.0578784,-0.0138176,0.0553395,0.0282284,-0.0113231,-0.0490678,0.00787904,-0.049351,0.0437167,0.0483331,0.0422414,0.0526662,-0.0497664,-0.115996,-0.0571177,-0.0124704,-0.00132702,0.0017814,0.0475929,0.026381,-0.00944539,-0.0236619,-0.084107,0.0286347,-0.0626654,0.00346275,0.000814347,-0.0176168,0.0185159,-0.0474629,-0.0768897,0.0928349,0.0404721,-0.0657476,-0.0224908,0.0555433,-0.0706122,0.0729341,-0.00995632,0.000263706,-0.00165167,-0.0202728
P30290,-0.0151154,0.00268521,-0.0112691,-0.00550294,-0.00893256,-0.0103651,-0.0265365,0.00651167,-0.00105143,-0.0221375,0.00156094,-0.00682561,-0.0365592,0.012724,-0.00296131,0.015079,0.0478363,-0.0311085,0.0540333,0.0162994,0.00837038,0.0331419,0.00582095,-0.00838791,-0.00667067,-0.0127586,0.0401795,0.0251473,0.00380894,0.0212702,0.0391235,-0.0109047,0.0203236,0.00896112,0.0322112,0.039341,-0.0294699,-0.0185031,0.0240542,-0.0599556,-0.0180048,0.0534653,0.00166628,-0.00698322,0.0326455,0.00346104,0.0151717,0.00534051,-0.0173554,-0.0329023,-0.0234987,-0.0595904,0.00638514,-0.0267538,0.00213898,-0.0135704,-0.00389043,0.000992144,-0.0224306,-0.0281538,-0.0245101,-0.0135637,0.0314105,0.0321845,-0.0134858,0.0248378,0.0298957,0.0622144,0.00308249,-0.0262753,0.038094,0.0592658,-0.0237602,0.0570514,-0.000508355,0.0248574,-0.00906172,0.0235225,0.0116027,0.0224429,-0.00200081,-0.0135458,0.015257,0.0378967,0.0769132,0.00937733,-0.0378511,-0.00717136,0.0341401,0.0182457,-0.0107719,-0.0306425,0.00220057,-0.0296533,0.0257967,0.0249255,0.0278879,0.028548,-0.0273072,-0.0666511,-0.0306906,-0.0102876,-0.00331722,0.00476183,0.0303042,0.0136177,-0.00222206,-0.0103833,-0.0496101,0.0141579,-0.0351884,0.00698453,-0.00138726,-0.00891466,0.0115423,-0.0259082,-0.0454728,0.054644,0.0249956,-0.0395863,-0.0115627,0.0305618,-0.0432272,0.046786,-0.00825361,-0.00232229,-0.00275052,-0.0156888
P36209,-0.0100288,-0.00436228,-0.00284665,0.000911303,-0.00559177,-0.0106274,-0.0217781,0.00835486,-0.00214336,-0.0144692,-0.0012465,-0.00158739,-0.0259874,0.0113293,-0.00199659,0.0132146,0.0312097,-0.0155687,0.0375111,0.00684471,0.00279194,0.0196061,0.00695211,-0.0021399,-0.00604669,-0.00699961,0.0276896,0.0175488,0.00228736,0.0121527,0.0239666,-0.00758139,0.0164128,-5.40048e-05,0.0224508,0.0267791,-0.0203132,-0.0136221,0.0113556,-0.0361944,-0.014766,0.0404689,0.00628237,0.000209811,0.0211571,0.00634592,0.0112148,0.00303836,-0.0096612,-0.0156479,-0.0132687,-0.0391292,0.0032012,-0.0166891,-0.000329852,-0.0108447,-0.00155352,-0.00511863,-0.0129391,-0.01632,-0.0175542,-0.00897269,0.0247932,0.0221751,-0.00790932,0.0146588,0.0257413,0.0424723,0.00220488,-0.0155166,0.0269657,0.0386813,-0.014511,0.0366588,-0.00378882,0.0207433,-0.00522149,0.0179426,0.00369072,0.0114938,-0.00242725,-0.0127191,0.0109048,0.0242059,0.0487713,0.00868275,-0.0251189,-0.00369022,0.0229935,0.00830188,-0.00797994,-0.0180634,0.00476169,-0.0192945,0.0161705,0.0165384,0.019373,0.0237758,-0.0162871,-0.0448045,-0.0245791,-0.00275761,0.00262311,0.0021073,0.0188758,0.00891173,-0.000963266,-0.0104381,-0.0316637,0.0093847,-0.0264952,0.00266874,-0.00199666,-0.00582001,0.00723632,-0.0173622,-0.0295488,0.0402027,0.0159579,-0.0219577,-0.00429413,0.022688,-0.0299281,0.0286895,-0.00661009,-0.000476486,0.000762446,-0.00716797
Q09760,-0.00783881,-0.00335854,-0.00162074,0.00256533,-0.00594388,-0.000186006,-0.00874357,0.00147073,-0.00188261,-0.00985739,0.000899838,0.00046558,-0.0108105,0.00674827,-0.00317054,0.00194123,0.0188356,-0.00946132,0.0171777,0.00501543,0.000917994,0.0119876,0.00120559,-0.00372334,-0.00262367,-0.00651161,0.0149658,0.00593652,0.00546836,0.00452912,0.0146753,0.00116324,0.00477549,-6.50947e-06,0.00739488,0.0116744,-0.0129174,-0.00404816,0.0109564,-0.0191092,-0.00821221,0.0190142,0.00382184,-0.0016462,0.00809877,0.00511347,0.00420998,0.00242852,-0.00332679,-0.00820824,-0.0109736,-0.0188084,0.00420037,-0.0143211,-0.0028809,-0.00502199,-0.00132555,0.000668201,-0.00705393,-0.00980675,-0.00750653,-0.00323127,0.0149973,0.0137011,-0.00348268,0.013044,0.0145788,0.0208027,0.00349374,-0.00845858,0.00869605,0.0161738,-0.00972005,0.0230828,0.00319021,0.0106983,-0.00559967,0.0110787,0.000492278,0.00818203,0.000668518,-0.00276491,0.00164249,0.0151629,0.0288864,0.00618011,-0.0116023,-0.00620777,0.0108238,0.0096302,0.000169626,-0.0095621,-0.00172029,-0.012621,0.0054404,0.0115204,0.0117475,0.0109443,-0.0124281,-0.0219286,-0.0152571,-0.00465981,-0.0011576,0.00423598,0.0102716,0.00249641,0.00112195,-0.00496262,-0.0156665,0.00539924,-0.016243,0.00211871,-0.00148442,0.000142747,0.00625479,-0.00891871,-0.0184131,0.0205953,0.0055203,-0.0104574,-0.00598927,0.015454,-0.0155544,0.0147253,0.00156714,0.000366195,0.0020655,-0.00131393
O13756,-0.00306796,0.00107112,-0.00480432,-0.00237427,0.000658333,0.00112739,-0.0038846,-0.0025281,-0.000281014,-0.00615648,-0.00015379,-0.00444067,-0.0127541,0.00401735,0.000469135,0.00164641,0.012846,-0.00971398,0.0111749,0.00237069,0.00167944,0.00975643,-0.00170906,0.00056746,0.00199785,0.000344134,0.0142117,0.00752046,0.0050955,0.00336388,0.0110138,0.00013718,0.00194475,-0.000699956,0.00800165,0.00941345,-0.00740087,-0.00657133,0.00894997,-0.0150407,-0.00693715,0.0157879,-0.0022466,-0.00163566,0.00373054,0.000454413,0.00627141,-0.00209245,-0.00183375,-0.00684416,-0.0064943,-0.016073,-0.00142607,-0.00572173,-0.00195484,-0.00327138,0.00139729,0.00173694,-0.00734866,-0.00805228,-0.00206476,-0.00120127,0.011813,0.0116467,-0.00514747,0.010959,0.00648129,0.0152754,-0.000218256,-0.00563278,0.00853948,0.0164652,-0.00681515,0.0155119,-0.00394378,0.00459698,-0.00488664,0.00817532,0.00433656,0.00531977,0.00177318,-0.00171954,0.00349215,0.00898149,0.0216879,0.000430566,-0.00936373,0.000201011,0.00727389,0.00302137,0.000485452,-0.00531869,0.000914981,-0.0117658,0.00668944,0.00793154,0.00390796,0.00814246,-0.011006,-0.0209414,-0.00565451,0.000714892,-0.00372066,0.000712715,0.00778327,0.00289817,-0.00346322,-0.00604464,-0.010047,0.00568935,-0.00790217,-0.00234653,0.00303638,-0.00151337,0.00151415,-0.0116394,-0.0119068,0.0116538,0.00795034,-0.0127833,-0.00343258,0.0124375,-0.011266,0.0111733,-0.000680812,6.96507e-05,0.00124925,-0.00230374
Q10290,-0.0255239,-0.00560299,-0.0226306,-0.00236935,-0.0147848,-0.0195265,-0.0593292,0.0192922,0.000286856,-0.031033,0.000882629,-0.0133614,-0.0698306,0.024326,-0.0027114,0.0343432,0.0826438,-0.0491968,0.10445,0.0252983,0.0215631,0.0574591,0.0160596,-0.0114371,-0.014573,-0.0282247,0.0716053,0.0415259,0.0117697,0.0274655,0.0718516,-0.0170055,0.0406749,0.00880381,0.0613074,0.0634105,-0.046872,-0.0418386,0.0397956,-0.10505,-0.0362819,0.104385,0.00644975,-0.0094593,0.0511223,0.00350969,0.0301231,0.0151594,-0.0287385,-0.0555399,-0.0447248,-0.104581,0.0211099,-0.0522014,0.00117568,-0.0229479,-0.00676298,-0.00342274,-0.0311529,-0.0466819,-0.0348036,-0.0216918,0.0605604,0.058526,-0.0203843,0.0456518,0.057637,0.108271,0.00652703,-0.0513365,0.0656713,0.0994723,-0.0489006,0.0995,0.000686802,0.0451601,-0.00842265,0.0425161,0.0166412,0.0384833,-0.00768769,-0.0306124,0.0291853,0.0671785,0.144429,0.0115364,-0.064298,-0.0170832,0.0545977,0.0352822,-0.0105806,-0.0589953,0.01068,-0.0530475,0.0429947,0.0486209,0.0515046,0.0576609,-0.051934,-0.121327,-0.0601225,-0.0159409,-9.07872e-06,-0.000378351,0.0503456,0.0237613,-0.0125392,-0.0266958,-0.0928685,0.0260918,-0.0724115,0.0106917,0.00246831,-0.0175913,0.0175387,-0.0525706,-0.0846776,0.103058,0.046115,-0.0693256,-0.0216176,0.0556288,-0.0728578,0.078854,-0.0108651,-0.00162832,-0.00355909,-0.0241009
Q9HDZ6,-0.01532,-0.00252952,-0.0108347,-0.00363548,-0.0106948,-0.014708,-0.0413379,0.013134,0.00562126,-0.0237302,-0.00301245,-0.0100454,-0.0538303,0.0183962,-0.00846918,0.0226438,0.0631871,-0.0379641,0.0816387,0.0159967,0.0152921,0.0423411,0.0118415,-0.00773277,-0.00882264,-0.0175901,0.0592303,0.0305131,0.0100458,0.0264273,0.0612118,-0.00932934,0.0333233,0.00780167,0.043018,0.0465464,-0.0419454,-0.0326295,0.0296695,-0.0794266,-0.0286869,0.0798879,0.00699758,-0.00616824,0.038541,0.00578692,0.023775,0.0124711,-0.0250825,-0.043321,-0.0308322,-0.0820552,0.00988065,-0.0375649,0.000339783,-0.0167159,-0.00534913,-0.00222865,-0.0278502,-0.0323108,-0.0329818,-0.0178055,0.0478561,0.0422664,-0.0173296,0.0423179,0.0491786,0.0868351,0.00905463,-0.0387468,0.0512081,0.081857,-0.0370413,0.0798279,0.000490696,0.0396881,-0.00769993,0.0317874,0.0152735,0.0300635,-0.00408276,-0.0276554,0.0202655,0.0542775,0.109359,0.0130481,-0.0508789,-0.0164062,0.043599,0.0229162,-0.00801441,-0.0440241,0.00558615,-0.0434923,0.0385804,0.03511,0.037792,0.0426742,-0.0433973,-0.0946867,-0.0487941,-0.0125576,0.000429857,0.00507525,0.0342896,0.0195441,-0.00887205,-0.0161302,-0.0697457,0.0197679,-0.0556196,0.00143437,0.00264839,-0.0152314,0.0169289,-0.0443164,-0.0660905,0.0781513,0.038891,-0.0573488,-0.0143175,0.0427309,-0.0604149,0.0618215,-0.00998778,-0.00411871,-0.00268976,-0.0241711
O94451,-0.0103408,-0.00114879,-0.00926301,-0.00123734,-0.00433671,-0.0107878,-0.0260169,0.00674747,0.00394059,-0.0171711,0.00241255,-0.00788845,-0.0277753,0.0053983,-0.00387843,0.0140626,0.0351498,-0.0233331,0.0417247,0.0121249,0.00340528,0.0219013,0.00199078,-0.00559864,-0.00464895,-0.0113326,0.0305169,0.0145287,0.00304832,0.0163964,0.0266397,-0.00966032,0.0186494,0.0045416,0.0235895,0.0278644,-0.0190609,-0.0157133,0.0124997,-0.042066,-0.0120465,0.0443859,0.00165363,-0.00057991,0.0185195,-0.000463989,0.0106608,0.00736145,-0.0164029,-0.0214422,-0.0137515,-0.0381324,0.00287316,-0.0183768,0.00151862,-0.00987466,-0.00205709,-0.00204271,-0.0137,-0.0184579,-0.0160798,-0.0127567,0.0255039,0.0236358,-0.0109795,0.0233027,0.0273726,0.0482857,0.00737047,-0.0171474,0.0304649,0.0407875,-0.0212307,0.0404233,0.00172297,0.0158066,-0.00561912,0.0194674,0.00920919,0.0192087,-0.00109822,-0.0107566,0.0110497,0.0299608,0.0573588,0.00999962,-0.0253913,-0.00673663,0.0262027,0.0147402,-0.00732821,-0.0191261,0.00810429,-0.0204086,0.0204773,0.0197138,0.0162361,0.0222311,-0.0177853,-0.0521017,-0.022088,-0.00638231,-0.00120453,0.00373505,0.0178201,0.0117328,-0.00378804,-0.0129394,-0.038288,0.0105052,-0.0252129,0.00181421,-0.000915872,-0.00681631,0.00385771,-0.0250244,-0.0354116,0.039642,0.0223499,-0.0301787,-0.00891708,0.0252469,-0.0271877,0.0333498,0.000826936,-0.00148636,0.000696463,-0.0136764
Q9Y7R3,-0.0109742,-0.000236857,-0.00698136,-0.00485166,-0.000869493,-0.00540144,-0.0222272,0.00836221,0.00182448,-0.0144014,0.0032982,-0.00149648,-0.0237903,0.00599798,-0.00573882,0.00721529,0.0298871,-0.0152018,0.0348697,0.00598252,0.00854213,0.0157505,0.00434686,-0.00401042,-0.00484794,-0.00982908,0.0296247,0.0152008,0.00287214,0.0105483,0.030634,-0.00963644,0.0167972,0.00367871,0.0191853,0.0228154,-0.0169681,-0.016213,0.0129974,-0.0384316,-0.00981564,0.0362734,-0.000266277,-0.00504107,0.0162082,-0.000629356,0.00835474,0.00541116,-0.0141864,-0.0164469,-0.0126308,-0.0401905,0.00623397,-0.0193844,-0.000209239,-0.0123093,-8.52099e-05,-0.00290366,-0.0122855,-0.0123153,-0.0128845,-0.00608738,0.0171132,0.0231464,-0.00859944,0.0144107,0.0212908,0.0385007,0.00488443,-0.0198962,0.0245511,0.0342878,-0.0203499,0.0327712,0.00212605,0.0166049,-0.00462121,0.012872,0.0092537,0.0130066,-0.00257927,-0.0114197,0.0123821,0.0210126,0.048881,0.00920485,-0.0236668,-0.00596262,0.0223884,0.00849183,-0.00464503,-0.0218278,0.0075489,-0.0216144,0.0175176,0.0182233,0.0139807,0.0178536,-0.0212383,-0.0460548,-0.0223788,-0.00752885,0.00401574,-0.00141758,0.0175394,0.00956808,-0.000497826,-0.0111397,-0.0303236,0.00799242,-0.0230259,0.00306207,0.00110479,-0.00464107,0.00498838,-0.0152321,-0.0341051,0.0387683,0.014966,-0.0248022,-0.00968835,0.0243438,-0.0300948,0.0315298,-0.00539647,-0.00387524,-0.00272078,-0.0123824
P41003,-0.0435977,-0.00271093,-0.0325245,-0.00979578,-0.0179163,-0.0346988,-0.103753,0.0338556,0.00467537,-0.0661044,0.000208511,-0.0249056,-0.127287,0.0374701,-0.0156527,0.0612307,0.149357,-0.0965073,0.187164,0.0484519,0.0356254,0.0998848,0.0279201,-0.0189542,-0.0261299,-0.0454305,0.143989,0.0795362,0.0242913,0.0594028,0.141517,-0.0321619,0.0771294,0.017884,0.111932,0.119918,-0.0935337,-0.0733538,0.0711133,-0.197593,-0.0678981,0.191195,0.0148439,-0.0124687,0.100267,0.0148482,0.0629282,0.0258542,-0.0584315,-0.0985677,-0.081846,-0.198603,0.0305576,-0.0991075,-0.00760737,-0.0435705,-0.00805497,-0.0105173,-0.0652472,-0.0818412,-0.0710019,-0.0485925,0.112564,0.111528,-0.030325,0.0914232,0.11471,0.207291,0.017902,-0.092515,0.129075,0.187213,-0.0869591,0.181597,-0.00504712,0.0889375,-0.019381,0.080697,0.035415,0.0752423,-0.0182067,-0.0604894,0.051271,0.124457,0.266395,0.0303646,-0.122134,-0.0363466,0.103222,0.0586311,-0.0230475,-0.105205,0.0168905,-0.105568,0.0878117,0.0935774,0.0882047,0.114613,-0.101897,-0.226516,-0.113394,-0.0256145,0.0038803,0.00483757,0.0875232,0.0457615,-0.0182005,-0.0512072,-0.16939,0.0533085,-0.129968,0.00973166,0.00479822,-0.0280246,0.0334567,-0.0987383,-0.165567,0.193607,0.0925609,-0.135167,-0.0401938,0.110113,-0.140562,0.146876,-0.0125539,-0.00462559,-0.00569488,-0.0511917
Q9Y8G3,-0.0414009,-4.90694e-05,-0.0318525,-0.0117479,-0.022827,-0.0299329,-0.0968414,0.02995,0.00793674,-0.0611282,-0.000490168,-0.0206819,-0.116324,0.0299841,-0.00628478,0.0529509,0.135139,-0.0807593,0.166121,0.0442499,0.0340366,0.09171,0.018766,-0.0124387,-0.0243977,-0.0461302,0.123908,0.0724299,0.0212241,0.0487485,0.126018,-0.026256,0.0644228,0.0149544,0.0920449,0.109271,-0.0862381,-0.0698545,0.0665898,-0.176258,-0.0624017,0.171775,0.01037,-0.0153926,0.0911551,0.0118978,0.050723,0.0263146,-0.0557395,-0.0882365,-0.0743281,-0.176195,0.0322633,-0.0911056,-0.00281948,-0.038606,-0.0015001,-0.00886109,-0.0585771,-0.0776483,-0.0613372,-0.0361846,0.0990066,0.099099,-0.0310255,0.0841044,0.104796,0.187796,0.0174993,-0.0777602,0.110065,0.163355,-0.0751502,0.164199,-0.00739187,0.0804841,-0.0136811,0.0748199,0.0246788,0.0615935,-0.0170923,-0.0550373,0.040516,0.108793,0.244335,0.0265856,-0.102153,-0.0276714,0.0953529,0.0514721,-0.0166439,-0.0992063,0.0140914,-0.0972754,0.0733927,0.0837953,0.0777657,0.0990617,-0.0891604,-0.203985,-0.101578,-0.0219115,0.00248627,0.00757287,0.0826897,0.0390571,-0.0184133,-0.0415385,-0.151069,0.0449702,-0.111528,0.011941,0.00577858,-0.0299444,0.0313059,-0.0888787,-0.149306,0.176984,0.0834558,-0.119714,-0.0366921,0.0985515,-0.124376,0.132412,-0.00840737,-0.00133009,-0.00535577,-0.0449994
Q09330,-0.013478,0.00200838,-0.0106966,-0.00706978,-0.0101656,-0.0160994,-0.0340075,0.00984044,0.00284169,-0.0222634,-0.00438899,-0.00911129,-0.0453683,0.0139439,-0.0046174,0.0228918,0.0494956,-0.0281374,0.0581015,0.0186056,0.00793464,0.0340261,0.00880047,-0.00144579,-0.00993323,-0.0132103,0.0459251,0.0242581,0.00652499,0.0156766,0.0452155,-0.00899903,0.020663,0.00219252,0.0358526,0.0382246,-0.0302288,-0.026375,0.0269637,-0.0634333,-0.0188158,0.0649046,0.00164364,-0.00527183,0.0301939,0.00319124,0.018747,0.0112666,-0.0188825,-0.0298591,-0.0290099,-0.0607449,0.0116427,-0.0292647,-0.00417785,-0.017409,-0.00111698,-8.90331e-05,-0.017022,-0.0265904,-0.02517,-0.0113421,0.0323294,0.0364418,-0.0145722,0.0324584,0.0382306,0.0706966,0.00628439,-0.0273627,0.0392338,0.0568271,-0.0303601,0.0625304,-0.00202238,0.02486,-0.00788069,0.0238495,0.0059147,0.0244138,-0.00520649,-0.0154586,0.0148918,0.0404103,0.0904124,0.0078734,-0.0411681,-0.0134605,0.0375999,0.0198084,-0.00711971,-0.0341104,0.00409592,-0.0352229,0.0294871,0.0326008,0.0255426,0.0372066,-0.0313812,-0.0705067,-0.0367765,-0.00711671,0.00133774,-0.00220751,0.0257295,0.0121356,-0.00340936,-0.0146599,-0.0586149,0.0146894,-0.0391093,0.00286805,0.00408796,-0.00869375,0.00950857,-0.0296902,-0.0557116,0.0667351,0.0254165,-0.0391057,-0.0175089,0.0387052,-0.0450581,0.0458427,-0.00387956,-0.00245418,-0.000821724,-0.0145915
P27584,-0.0100302,0.00126069,-0.00358963,0.000576873,-0.00542213,-0.000937564,-0.0125455,0.00662199,-0.00109999,-0.0114509,0.00310395,-0.00602153,-0.0208704,0.00605676,-0.00411285,0.00960328,0.0259322,-0.0109652,0.0299385,0.00754644,0.00770302,0.0141721,0.00305265,-0.00423356,-0.00189318,-0.00374738,0.0200368,0.0100083,0.00715565,0.00815997,0.0200194,-0.00127675,0.00875395,-0.000334927,0.0173211,0.0224466,-0.015014,-0.00967676,0.00836572,-0.0299794,-0.00835597,0.0322043,0.00173342,-0.00459765,0.0131705,0.00170703,0.0128163,0.00529136,-0.0118689,-0.0173463,-0.0103583,-0.0301625,0.00341036,-0.0187482,0.0019556,-0.00288475,-0.0024864,0.00236632,-0.0136357,-0.0121863,-0.00830532,-0.00575368,0.0140639,0.0167649,-0.00820461,0.0106061,0.0205709,0.0356719,0.00440432,-0.0121693,0.0174439,0.0283129,-0.0132978,0.031021,-0.000945746,0.0157534,-0.00640826,0.0130618,0.00422196,0.00838313,0.00047036,-0.0110314,0.00552108,0.0217519,0.0384913,0.000810552,-0.017369,-0.00840776,0.0125084,0.00586338,-0.00637301,-0.01235,0.00101236,-0.0150365,0.0125907,0.0131325,0.0132931,0.0134536,-0.0117952,-0.0336405,-0.0140193,-0.00444526,-0.00275773,0.00530578,0.0114102,0.00691039,-0.00472781,-0.0080898,-0.0288754,0.01001,-0.0211112,0.00549325,0.00165786,-0.002826,0.00102507,-0.0169938,-0.0230451,0.0312727,0.0164277,-0.0234497,-0.00445408,0.0142171,-0.0167009,0.0253337,-0.00214039,-0.00249685,0.00179456,-0.00944465
O13619,-0.00883544,-0.00453133,-0.0130831,0.00098622,-0.00828452,-0.0132002,-0.0295227,0.00984583,0.00362224,-0.0145504,-0.00105246,-0.00734649,-0.0386132,0.0134723,-0.00547285,0.0131317,0.0443327,-0.0267476,0.0537179,0.0105007,0.010626,0.029407,0.00924534,-0.00503821,-0.00640985,-0.015439,0.0412935,0.0251778,0.00691932,0.0158787,0.0434122,-0.005495,0.0215886,0.00396885,0.028081,0.0357657,-0.0277888,-0.022556,0.0234548,-0.0530564,-0.020011,0.0523667,0.00595795,-0.00374916,0.031403,0.00187126,0.0179144,0.00446379,-0.0158943,-0.0299347,-0.0233275,-0.0530081,0.0127287,-0.0261424,-0.00171038,-0.00955134,-0.000774615,-0.000484643,-0.0152368,-0.0219035,-0.018702,-0.0153641,0.0348608,0.029666,-0.00779964,0.0269733,0.030356,0.0556237,0.00432409,-0.0232287,0.0352473,0.0498064,-0.0266471,0.0498699,-0.0035966,0.0219268,-0.00529504,0.0272283,0.0121492,0.022814,-0.00654822,-0.0168109,0.0117988,0.0364012,0.0724464,0.00550285,-0.0308865,-0.00694919,0.0320244,0.0167628,-0.00607695,-0.0303872,0.00521293,-0.0290155,0.0229732,0.0289479,0.0263923,0.0281767,-0.0279773,-0.0681247,-0.0311908,-0.00657785,-0.000433094,0.00501395,0.0268872,0.0140121,-0.00322401,-0.0124009,-0.0486214,0.0174581,-0.0363222,0.00584253,0.00196515,-0.00919884,0.010963,-0.0262606,-0.0470297,0.0534659,0.0251258,-0.0411071,-0.0118022,0.0336062,-0.0414359,0.0371125,-0.000489185,-0.00219061,-0.00147661,-0.0119049
Q9UTA2,-0.00265289,-0.00348563,-0.00665175,-0.00422989,0.000705188,5.62638e-05,-0.00560406,-0.000651555,-0.00216529,-0.0034648,0.00226629,0.000886335,-0.0139114,0.00190513,0.00143042,0.00777577,0.0117933,-0.00557382,0.0138862,0.00639284,0.00161544,0.00895035,0.00527456,0.000623248,-0.0044952,-0.00521481,0.0105513,0.00819541,0.00439796,0.00834341,0.0161472,-0.00368065,0.00716615,-0.000138836,0.00981337,0.0118,-0.00860853,-0.0070104,0.00320821,-0.0173254,-0.00458681,0.0184462,0.00483349,-0.0027695,0.00662987,-0.000234488,0.00709724,0.00500153,-0.00269205,-0.00776737,-0.00493372,-0.0179601,0.00097539,-0.00731836,0.00348083,-0.00686984,0.00344713,0.0036873,-0.00513009,-0.0057971,-0.00423328,-0.00431642,0.00763808,0.00597273,-0.000565266,0.0118853,0.00993484,0.0178813,-0.000196085,-0.00535922,0.0119066,0.0192922,-0.0110672,0.0200287,-0.00113744,0.00696138,0.000199839,0.0123796,0.00471017,0.00400754,-0.00423988,-0.00858207,0.00656301,0.0102628,0.0266244,0.00273508,-0.00919544,-0.0065624,0.00658643,0.00782808,-0.000445222,-0.00870772,0.003781,-0.00758785,0.00869255,0.00586099,0.00650968,0.0133605,-0.00620207,-0.020149,-0.0118581,-0.00592091,-0.00122144,0.00421498,0.0130902,0.00161674,-0.00269174,-0.00442965,-0.0186399,0.00706306,-0.0134838,-0.00167685,9.41988e-05,3.28134e-05,0.00388145,-0.0108551,-0.0130334,0.018398,0.0100607,-0.0171055,-0.00209016,0.0104512,-0.0118604,0.01493,-0.00483176,-0.00318001,0.00206533,-0.00130734
Q02099,-0.0332723,0.000725329,-0.0288494,-0.00439623,-0.0147616,-0.0257149,-0.0763297,0.0222308,0.00541084,-0.0470609,-0.000661533,-0.0183121,-0.09789,0.0276133,-0.00824712,0.0404928,0.116611,-0.0685124,0.140788,0.0326686,0.0263719,0.0777212,0.0209855,-0.010923,-0.0184666,-0.0362833,0.101872,0.0579121,0.0188936,0.0418196,0.107604,-0.0264906,0.0547123,0.0143948,0.0833651,0.0904101,-0.0747654,-0.057676,0.0512181,-0.147807,-0.052628,0.145002,0.0143852,-0.0126436,0.0728888,0.0127857,0.041455,0.0181358,-0.0464747,-0.0752758,-0.05675,-0.144912,0.0225763,-0.0752566,-0.00517487,-0.0358287,-0.00185071,-0.00728401,-0.0451462,-0.06222,-0.0516363,-0.036811,0.0788019,0.0839752,-0.0221409,0.0691649,0.0832069,0.152859,0.0126599,-0.0692709,0.0947499,0.140962,-0.0665897,0.137964,-0.00127781,0.0625416,-0.0141015,0.0645423,0.0206062,0.0519577,-0.0107855,-0.0397035,0.040329,0.0932663,0.204577,0.0234176,-0.0857009,-0.0286266,0.078304,0.0477007,-0.0151227,-0.0805785,0.0179292,-0.0754643,0.0648575,0.0701556,0.0681094,0.0788439,-0.0731673,-0.167679,-0.0840842,-0.020894,0.00230375,0.00551992,0.0664857,0.0354433,-0.0127075,-0.0387731,-0.128738,0.0387278,-0.0991331,0.00692967,0.00897799,-0.0267168,0.0247934,-0.0711567,-0.120289,0.140991,0.0651903,-0.0995898,-0.0314215,0.0772623,-0.0982798,0.106677,-0.0129016,-0.00603668,-0.00232777,-0.0408256
